Институт: Фэи
| № |    Фамилия |    Cредний балл |    Возраст |
|864 |   Михайлов |               2 |         16 |
|865 |   Кузнецов |               2 |         16 |
|866 |     Петров |               2 |         16 |
|867 |   Кузнецов |               2 |         16 |
|868 |    Соколов |               2 |         16 |
|869 |     Петров |               2 |         16 |
|870 |     Петров |               1 |         16 |
|871 |      Попов |               1 |         16 |
|872 |   Васильев |               1 |         16 |
|873 |   Михайлов |               1 |         16 |
|874 |     Иванов |               1 |         16 |
|875 |    Смирнов |               1 |         16 |
|876 |    Смирнов |               1 |         16 |
|877 |    Соколов |               1 |         16 |
|878 |   Михайлов |               1 |         16 |
|879 |   Михайлов |               1 |         16 |
|880 |   Васильев |               1 |         16 |
|881 |   Михайлов |               1 |         16 |
|882 |    Смирнов |               1 |         16 |
|883 |      Попов |               1 |         16 |
|884 |     Иванов |               1 |         16 |
|885 |    Соколов |               1 |         16 |
|886 |   Васильев |               1 |         16 |
|887 |    Смирнов |               1 |         16 |
|888 |     Петров |               1 |         16 |
|889 |      Попов |               1 |         16 |
|890 |    Соколов |               1 |         16 |
|891 |   Кузнецов |               1 |         16 |
|892 |      Попов |               1 |         16 |
|893 |   Васильев |               1 |         16 |
|894 |     Иванов |               1 |         16 |
|895 |    Соколов |               1 |         16 |
|896 |    Соколов |               1 |         16 |
|897 |    Смирнов |               1 |         16 |
|898 |     Иванов |               1 |         16 |
|899 |      Попов |               6 |         15 |
|900 |     Петров |               6 |         15 |
|901 |     Иванов |               6 |         15 |
|902 |      Попов |               6 |         15 |
|903 |    Смирнов |               6 |         15 |
|904 |    Смирнов |               6 |         15 |
|905 |   Кузнецов |               6 |         15 |
|906 |     Петров |               5 |         15 |
|907 |      Попов |               5 |         15 |
|908 |    Смирнов |               5 |         15 |
|909 |     Петров |               5 |         15 |
|910 |      Попов |               5 |         15 |
|911 |    Соколов |               5 |         15 |
|912 |     Иванов |               5 |         15 |
|913 |     Петров |               5 |         15 |
|914 |   Михайлов |               5 |         15 |
|915 |    Соколов |               5 |         15 |
|916 |     Петров |               5 |         15 |
|917 |   Кузнецов |               5 |         15 |
|918 |   Кузнецов |               5 |         15 |
|919 |     Иванов |               5 |         15 |
|920 |   Васильев |               5 |         15 |
|921 |   Михайлов |               5 |         15 |
|922 |    Смирнов |               5 |         15 |
|923 |      Попов |               5 |         15 |
|924 |    Соколов |               4 |         15 |
|925 |    Смирнов |               4 |         15 |
|926 |   Кузнецов |               4 |         15 |
|927 |     Иванов |               4 |         15 |
|928 |    Соколов |               4 |         15 |
|929 |   Михайлов |               4 |         15 |
|930 |   Михайлов |               4 |         15 |
|931 |      Попов |               4 |         15 |
|932 |   Михайлов |               4 |         15 |
|933 |   Васильев |               4 |         15 |
|934 |    Смирнов |               4 |         15 |
|935 |    Смирнов |               4 |         15 |
|936 |     Иванов |               4 |         15 |
|937 |   Михайлов |               4 |         15 |
|938 |      Попов |               4 |         15 |
|939 |    Соколов |               4 |         15 |
|940 |   Васильев |               3 |         15 |
|941 |    Соколов |               3 |         15 |
|942 |    Соколов |               3 |         15 |
|943 |      Попов |               3 |         15 |
|944 |   Васильев |               3 |         15 |
|945 |   Михайлов |               3 |         15 |
|946 |   Васильев |               3 |         15 |
|947 |      Попов |               3 |         15 |
|948 |     Петров |               3 |         15 |
|949 |     Петров |               3 |         15 |
|950 |     Иванов |               3 |         15 |
|951 |     Иванов |               3 |         15 |
|952 |   Кузнецов |               3 |         15 |
|953 |    Соколов |               3 |         15 |
|954 |   Кузнецов |               2 |         15 |
|955 |   Васильев |               2 |         15 |
|956 |     Петров |               2 |         15 |
|957 |      Попов |               2 |         15 |
|958 |     Петров |               2 |         15 |
|959 |   Васильев |               2 |         15 |
|960 |     Петров |               2 |         15 |
|961 |     Иванов |               2 |         15 |
|962 |      Попов |               2 |         15 |
|963 |   Кузнецов |               2 |         15 |
|964 |   Михайлов |               2 |         15 |
|965 |    Смирнов |               2 |         15 |
|966 |    Смирнов |               2 |         15 |
|967 |     Петров |               2 |         15 |
|968 |   Кузнецов |               2 |         15 |
|969 |   Васильев |               2 |         15 |
|970 |    Соколов |               2 |         15 |
|971 |     Иванов |               2 |         15 |
|972 |     Петров |               2 |         15 |
|973 |    Соколов |               2 |         15 |
|974 |      Попов |               1 |         15 |
|975 |     Иванов |               1 |         15 |
|976 |   Васильев |               1 |         15 |
|977 |   Васильев |               1 |         15 |
|978 |   Кузнецов |               1 |         15 |
|979 |      Попов |               1 |         15 |
|980 |   Михайлов |               1 |         15 |
|981 |     Петров |               1 |         15 |
|982 |      Попов |               1 |         15 |
|983 |    Смирнов |               1 |         15 |
|984 |     Петров |               1 |         15 |
|985 |     Петров |               1 |         15 |
|986 |   Васильев |               1 |         15 |

Институт: ИФиЖ
| № |    Фамилия |    Cредний балл |    Возраст |
-------------------------------------------------
| 1 |   Васильев |               6 |         22 |
| 2 |    Смирнов |               6 |         22 |
| 3 |    Соколов |               6 |         22 |
| 4 |     Петров |               6 |         22 |
| 5 |      Попов |               6 |         22 |
| 6 |   Михайлов |               6 |         22 |
| 7 |   Васильев |               6 |         22 |
| 8 |     Петров |               6 |         22 |
| 9 |   Кузнецов |               6 |         22 |
|10 |   Михайлов |               6 |         22 |
|11 |   Кузнецов |               6 |         22 |
|12 |      Попов |               6 |         22 |
|13 |   Кузнецов |               6 |         22 |
|14 |   Михайлов |               5 |         22 |
|15 |    Соколов |               5 |         22 |
|16 |   Михайлов |               5 |         22 |
|17 |   Васильев |               5 |         22 |
|18 |     Петров |               5 |         22 |
|19 |   Михайлов |               5 |         22 |
|20 |     Иванов |               5 |         22 |
|21 |     Иванов |               5 |         22 |
|22 |     Петров |               4 |         22 |
|23 |   Михайлов |               4 |         22 |
|24 |     Петров |               4 |         22 |
|25 |    Соколов |               4 |         22 |
|26 |     Иванов |               4 |         22 |
|27 |     Иванов |               4 |         22 |
|28 |    Соколов |               4 |         22 |
|29 |     Иванов |               4 |         22 |
|30 |   Кузнецов |               4 |         22 |
|31 |   Васильев |               4 |         22 |
|32 |    Соколов |               3 |         22 |
|33 |   Васильев |               3 |         22 |
|34 |   Кузнецов |               3 |         22 |
|35 |   Васильев |               3 |         22 |
|36 |     Петров |               3 |         22 |
|37 |    Смирнов |               3 |         22 |
|38 |    Соколов |               3 |         22 |
|39 |   Михайлов |               3 |         22 |
|40 |   Кузнецов |               3 |         22 |
|41 |    Соколов |               3 |         22 |
|42 |   Михайлов |               3 |         22 |
|43 |   Кузнецов |               3 |         22 |
|44 |   Михайлов |               2 |         22 |
|45 |   Кузнецов |               2 |         22 |
|46 |     Иванов |               2 |         22 |
|47 |     Петров |               2 |         22 |
|48 |   Кузнецов |               2 |         22 |
|49 |      Попов |               2 |         22 |
|50 |   Михайлов |               2 |         22 |
|51 |      Попов |               2 |         22 |
|52 |    Смирнов |               2 |         22 |
|53 |     Иванов |               2 |         22 |
|54 |   Михайлов |               2 |         22 |
|55 |   Васильев |               2 |         22 |
|56 |     Петров |               2 |         22 |
|57 |   Васильев |               1 |         22 |
|58 |      Попов |               1 |         22 |
|59 |   Михайлов |               1 |         22 |
|60 |      Попов |               1 |         22 |
|61 |     Петров |               1 |         22 |
|62 |     Петров |               6 |         21 |
|63 |   Васильев |               6 |         21 |
|64 |   Кузнецов |               6 |         21 |
|65 |   Михайлов |               6 |         21 |
|66 |     Петров |               6 |         21 |
|67 |   Кузнецов |               6 |         21 |
|68 |   Васильев |               6 |         21 |
|69 |   Михайлов |               6 |         21 |
|70 |   Кузнецов |               6 |         21 |
|71 |   Михайлов |               6 |         21 |
|72 |     Петров |               6 |         21 |
|73 |   Васильев |               6 |         21 |
|74 |   Васильев |               6 |         21 |
|75 |     Иванов |               6 |         21 |
|76 |   Васильев |               6 |         21 |
|77 |   Михайлов |               6 |         21 |
|78 |    Смирнов |               6 |         21 |
|79 |    Смирнов |               6 |         21 |
|80 |   Кузнецов |               6 |         21 |
|81 |   Кузнецов |               5 |         21 |
|82 |     Иванов |               5 |         21 |
|83 |    Смирнов |               5 |         21 |
|84 |      Попов |               5 |         21 |
|85 |      Попов |               5 |         21 |
|86 |   Васильев |               5 |         21 |
|87 |     Петров |               5 |         21 |
|88 |   Кузнецов |               5 |         21 |
|89 |   Михайлов |               5 |         21 |
|90 |    Смирнов |               5 |         21 |
|91 |      Попов |               5 |         21 |
|92 |   Михайлов |               5 |         21 |
|93 |   Михайлов |               5 |         21 |
|94 |    Соколов |               5 |         21 |
|95 |   Михайлов |               5 |         21 |
|96 |     Иванов |               5 |         21 |
|97 |   Васильев |               5 |         21 |
|98 |     Петров |               5 |         21 |
|99 |   Кузнецов |               5 |         21 |
|100 |   Кузнецов |               5 |         21 |
|101 |   Васильев |               5 |         21 |
|102 |   Кузнецов |               5 |         21 |
|103 |      Попов |               5 |         21 |
|104 |    Соколов |               5 |         21 |
|105 |     Петров |               5 |         21 |
|106 |   Кузнецов |               4 |         21 |
|107 |   Кузнецов |               4 |         21 |
|108 |   Кузнецов |               4 |         21 |
|109 |      Попов |               4 |         21 |
|110 |    Смирнов |               4 |         21 |
|111 |   Кузнецов |               4 |         21 |
|112 |     Петров |               4 |         21 |
|113 |    Смирнов |               4 |         21 |
|114 |   Васильев |               4 |         21 |
|115 |   Васильев |               4 |         21 |
|116 |    Соколов |               4 |         21 |
|117 |   Кузнецов |               4 |         21 |
|118 |    Соколов |               4 |         21 |
|119 |   Кузнецов |               4 |         21 |
|120 |   Кузнецов |               4 |         21 |
|121 |    Соколов |               4 |         21 |
|122 |     Петров |               4 |         21 |
|123 |   Михайлов |               4 |         21 |
|124 |      Попов |               4 |         21 |
|125 |    Соколов |               4 |         21 |
|126 |    Смирнов |               3 |         21 |
|127 |     Петров |               3 |         21 |
|128 |   Васильев |               3 |         21 |
|129 |    Смирнов |               3 |         21 |
|130 |     Иванов |               3 |         21 |
|131 |   Кузнецов |               3 |         21 |
|132 |      Попов |               3 |         21 |
|133 |     Петров |               3 |         21 |
|134 |     Иванов |               3 |         21 |
|135 |    Смирнов |               3 |         21 |
|136 |    Смирнов |               3 |         21 |
|137 |      Попов |               3 |         21 |
|138 |     Иванов |               3 |         21 |
|139 |     Иванов |               3 |         21 |
|140 |   Кузнецов |               3 |         21 |
|141 |     Петров |               3 |         21 |
|142 |   Васильев |               3 |         21 |
|143 |     Петров |               3 |         21 |
|144 |    Смирнов |               3 |         21 |
|145 |     Петров |               3 |         21 |
|146 |   Кузнецов |               3 |         21 |
|147 |    Смирнов |               3 |         21 |
|148 |     Петров |               3 |         21 |
|149 |     Петров |               3 |         21 |
|150 |   Михайлов |               2 |         21 |
|151 |     Петров |               2 |         21 |
|152 |    Смирнов |               2 |         21 |
|153 |   Кузнецов |               2 |         21 |
|154 |   Васильев |               2 |         21 |
|155 |     Иванов |               2 |         21 |
|156 |   Васильев |               2 |         21 |
|157 |     Иванов |               2 |         21 |
|158 |   Васильев |               2 |         21 |
|159 |     Петров |               2 |         21 |
|160 |    Смирнов |               2 |         21 |
|161 |     Иванов |               2 |         21 |
|162 |   Кузнецов |               2 |         21 |
|163 |    Смирнов |               2 |         21 |
|164 |   Михайлов |               2 |         21 |
|165 |   Васильев |               2 |         21 |
|166 |    Смирнов |               2 |         21 |
|167 |    Соколов |               2 |         21 |
|168 |     Иванов |               2 |         21 |
|169 |    Соколов |               2 |         21 |
|170 |    Смирнов |               2 |         21 |
|171 |   Михайлов |               2 |         21 |
|172 |   Васильев |               2 |         21 |
|173 |     Иванов |               2 |         21 |
|174 |   Кузнецов |               2 |         21 |
|175 |   Кузнецов |               2 |         21 |
|176 |      Попов |               2 |         21 |
|177 |   Кузнецов |               2 |         21 |
|178 |    Смирнов |               2 |         21 |
|179 |    Смирнов |               2 |         21 |
|180 |     Петров |               2 |         21 |
|181 |   Кузнецов |               2 |         21 |
|182 |   Михайлов |               2 |         21 |
|183 |     Иванов |               2 |         21 |
|184 |   Кузнецов |               2 |         21 |
|185 |   Михайлов |               2 |         21 |
|186 |    Соколов |               1 |         21 |
|187 |     Петров |               1 |         21 |
|188 |      Попов |               1 |         21 |
|189 |     Петров |               1 |         21 |
|190 |    Смирнов |               1 |         21 |
|191 |    Смирнов |               1 |         21 |
|192 |     Иванов |               1 |         21 |
|193 |      Попов |               1 |         21 |
|194 |     Петров |               1 |         21 |
|195 |   Васильев |               1 |         21 |
|196 |   Васильев |               1 |         21 |
|197 |     Петров |               1 |         21 |
|198 |   Васильев |               1 |         21 |
|199 |     Петров |               1 |         21 |
|200 |    Соколов |               1 |         21 |
|201 |     Иванов |               1 |         21 |
|202 |   Васильев |               1 |         21 |
|203 |     Иванов |               1 |         21 |
|204 |     Петров |               1 |         21 |
|205 |     Иванов |               1 |         21 |
|206 |    Соколов |               1 |         21 |
|207 |   Кузнецов |               1 |         21 |
|208 |   Михайлов |               1 |         21 |
|209 |    Соколов |               1 |         21 |
|210 |     Петров |               1 |         21 |
|211 |   Михайлов |               1 |         21 |
|212 |    Смирнов |               1 |         21 |
|213 |    Смирнов |               1 |         21 |
|214 |    Смирнов |               1 |         21 |
|215 |    Соколов |               1 |         21 |
|216 |      Попов |               1 |         21 |
|217 |     Иванов |               1 |         21 |
|218 |    Смирнов |               6 |         20 |
|219 |    Соколов |               6 |         20 |
|220 |   Васильев |               6 |         20 |
|221 |   Михайлов |               6 |         20 |
|222 |     Иванов |               6 |         20 |
|223 |    Смирнов |               6 |         20 |
|224 |     Петров |               6 |         20 |
|225 |      Попов |               6 |         20 |
|226 |    Смирнов |               6 |         20 |
|227 |    Смирнов |               6 |         20 |
|228 |   Кузнецов |               6 |         20 |
|229 |   Кузнецов |               6 |         20 |
|230 |    Смирнов |               6 |         20 |
|231 |   Кузнецов |               6 |         20 |
|232 |     Иванов |               6 |         20 |
|233 |     Иванов |               6 |         20 |
|234 |   Михайлов |               6 |         20 |
|235 |   Кузнецов |               6 |         20 |
|236 |     Иванов |               6 |         20 |
|237 |      Попов |               6 |         20 |
|238 |     Иванов |               6 |         20 |
|239 |   Михайлов |               6 |         20 |
|240 |    Соколов |               6 |         20 |
|241 |     Иванов |               6 |         20 |
|242 |    Смирнов |               6 |         20 |
|243 |     Петров |               5 |         20 |
|244 |   Васильев |               5 |         20 |
|245 |    Смирнов |               5 |         20 |
|246 |    Соколов |               5 |         20 |
|247 |      Попов |               5 |         20 |
|248 |     Петров |               5 |         20 |
|249 |   Михайлов |               5 |         20 |
|250 |     Петров |               5 |         20 |
|251 |     Петров |               5 |         20 |
|252 |     Петров |               5 |         20 |
|253 |    Соколов |               5 |         20 |
|254 |      Попов |               5 |         20 |
|255 |   Кузнецов |               5 |         20 |
|256 |    Смирнов |               5 |         20 |
|257 |      Попов |               5 |         20 |
|258 |    Соколов |               5 |         20 |
|259 |   Кузнецов |               5 |         20 |
|260 |   Михайлов |               5 |         20 |
|261 |     Иванов |               5 |         20 |
|262 |     Петров |               4 |         20 |
|263 |      Попов |               4 |         20 |
|264 |    Соколов |               4 |         20 |
|265 |   Васильев |               4 |         20 |
|266 |   Васильев |               4 |         20 |
|267 |    Смирнов |               4 |         20 |
|268 |    Соколов |               4 |         20 |
|269 |     Иванов |               4 |         20 |
|270 |      Попов |               4 |         20 |
|271 |      Попов |               4 |         20 |
|272 |      Попов |               4 |         20 |
|273 |    Соколов |               4 |         20 |
|274 |   Васильев |               4 |         20 |
|275 |   Михайлов |               4 |         20 |
|276 |     Иванов |               4 |         20 |
|277 |    Смирнов |               4 |         20 |
|278 |    Смирнов |               4 |         20 |
|279 |    Смирнов |               4 |         20 |
|280 |     Иванов |               4 |         20 |
|281 |     Иванов |               4 |         20 |
|282 |    Смирнов |               4 |         20 |
|283 |   Васильев |               4 |         20 |
|284 |    Смирнов |               4 |         20 |
|285 |    Соколов |               3 |         20 |
|286 |     Иванов |               3 |         20 |
|287 |   Васильев |               3 |         20 |
|288 |    Соколов |               3 |         20 |
|289 |    Соколов |               3 |         20 |
|290 |   Васильев |               3 |         20 |
|291 |     Иванов |               3 |         20 |
|292 |   Васильев |               3 |         20 |
|293 |     Иванов |               3 |         20 |
|294 |      Попов |               3 |         20 |
|295 |    Смирнов |               3 |         20 |
|296 |     Иванов |               3 |         20 |
|297 |    Соколов |               3 |         20 |
|298 |    Смирнов |               3 |         20 |
|299 |    Смирнов |               3 |         20 |
|300 |    Соколов |               2 |         20 |
|301 |   Кузнецов |               2 |         20 |
|302 |      Попов |               2 |         20 |
|303 |    Смирнов |               2 |         20 |
|304 |     Иванов |               2 |         20 |
|305 |    Соколов |               2 |         20 |
|306 |   Михайлов |               2 |         20 |
|307 |     Петров |               2 |         20 |
|308 |    Смирнов |               2 |         20 |
|309 |      Попов |               2 |         20 |
|310 |     Иванов |               2 |         20 |
|311 |   Кузнецов |               2 |         20 |
|312 |   Васильев |               2 |         20 |
|313 |     Петров |               2 |         20 |
|314 |    Смирнов |               2 |         20 |
|315 |    Соколов |               2 |         20 |
|316 |     Петров |               2 |         20 |
|317 |   Кузнецов |               2 |         20 |
|318 |     Иванов |               2 |         20 |
|319 |   Михайлов |               2 |         20 |
|320 |    Соколов |               2 |         20 |
|321 |     Иванов |               2 |         20 |
|322 |     Петров |               1 |         20 |
|323 |   Кузнецов |               1 |         20 |
|324 |      Попов |               1 |         20 |
|325 |     Петров |               1 |         20 |
|326 |     Петров |               1 |         20 |
|327 |   Михайлов |               1 |         20 |
|328 |     Петров |               1 |         20 |
|329 |     Иванов |               1 |         20 |
|330 |     Иванов |               1 |         20 |
|331 |     Иванов |               1 |         20 |
|332 |    Соколов |               1 |         20 |
|333 |      Попов |               1 |         20 |
|334 |     Петров |               1 |         20 |
|335 |   Васильев |               1 |         20 |
|336 |      Попов |               6 |         19 |
|337 |   Васильев |               6 |         19 |
|338 |    Смирнов |               6 |         19 |
|339 |     Петров |               6 |         19 |
|340 |   Михайлов |               6 |         19 |
|341 |   Васильев |               6 |         19 |
|342 |    Смирнов |               6 |         19 |
|343 |   Кузнецов |               6 |         19 |
|344 |      Попов |               6 |         19 |
|345 |     Иванов |               6 |         19 |
|346 |    Соколов |               6 |         19 |
|347 |     Петров |               6 |         19 |
|348 |    Соколов |               6 |         19 |
|349 |   Михайлов |               6 |         19 |
|350 |    Соколов |               6 |         19 |
|351 |     Петров |               6 |         19 |
|352 |    Соколов |               6 |         19 |
|353 |     Иванов |               6 |         19 |
|354 |     Петров |               6 |         19 |
|355 |     Петров |               6 |         19 |
|356 |   Кузнецов |               6 |         19 |
|357 |   Васильев |               6 |         19 |
|358 |   Михайлов |               6 |         19 |
|359 |   Михайлов |               5 |         19 |
|360 |      Попов |               5 |         19 |
|361 |   Васильев |               5 |         19 |
|362 |     Иванов |               5 |         19 |
|363 |   Кузнецов |               5 |         19 |
|364 |   Васильев |               5 |         19 |
|365 |      Попов |               5 |         19 |
|366 |     Петров |               5 |         19 |
|367 |   Михайлов |               5 |         19 |
|368 |      Попов |               5 |         19 |
|369 |    Соколов |               5 |         19 |
|370 |     Петров |               5 |         19 |
|371 |    Соколов |               5 |         19 |
|372 |   Васильев |               5 |         19 |
|373 |     Петров |               5 |         19 |
|374 |   Васильев |               5 |         19 |
|375 |      Попов |               5 |         19 |
|376 |     Петров |               5 |         19 |
|377 |     Петров |               5 |         19 |
|378 |     Петров |               5 |         19 |
|379 |   Михайлов |               5 |         19 |
|380 |   Кузнецов |               5 |         19 |
|381 |   Кузнецов |               5 |         19 |
|382 |   Михайлов |               5 |         19 |
|383 |   Кузнецов |               4 |         19 |
|384 |   Кузнецов |               4 |         19 |
|385 |    Соколов |               4 |         19 |
|386 |    Соколов |               4 |         19 |
|387 |   Кузнецов |               4 |         19 |
|388 |   Кузнецов |               4 |         19 |
|389 |     Иванов |               4 |         19 |
|390 |     Иванов |               4 |         19 |
|391 |     Петров |               4 |         19 |
|392 |    Соколов |               4 |         19 |
|393 |     Петров |               4 |         19 |
|394 |    Соколов |               4 |         19 |
|395 |     Петров |               4 |         19 |
|396 |      Попов |               4 |         19 |
|397 |      Попов |               4 |         19 |
|398 |     Петров |               4 |         19 |
|399 |   Михайлов |               4 |         19 |
|400 |   Кузнецов |               4 |         19 |
|401 |   Васильев |               4 |         19 |
|402 |    Смирнов |               4 |         19 |
|403 |      Попов |               4 |         19 |
|404 |    Смирнов |               3 |         19 |
|405 |   Васильев |               3 |         19 |
|406 |   Кузнецов |               3 |         19 |
|407 |     Иванов |               3 |         19 |
|408 |   Кузнецов |               3 |         19 |
|409 |   Кузнецов |               3 |         19 |
|410 |    Соколов |               3 |         19 |
|411 |    Смирнов |               3 |         19 |
|412 |    Смирнов |               3 |         19 |
|413 |   Михайлов |               3 |         19 |
|414 |      Попов |               3 |         19 |
|415 |     Иванов |               3 |         19 |
|416 |   Кузнецов |               3 |         19 |
|417 |   Михайлов |               3 |         19 |
|418 |   Кузнецов |               3 |         19 |
|419 |   Васильев |               3 |         19 |
|420 |   Кузнецов |               3 |         19 |
|421 |   Васильев |               2 |         19 |
|422 |   Васильев |               2 |         19 |
|423 |     Иванов |               2 |         19 |
|424 |   Михайлов |               2 |         19 |
|425 |   Кузнецов |               2 |         19 |
|426 |      Попов |               2 |         19 |
|427 |   Михайлов |               2 |         19 |
|428 |      Попов |               2 |         19 |
|429 |    Соколов |               2 |         19 |
|430 |    Соколов |               2 |         19 |
|431 |    Соколов |               2 |         19 |
|432 |      Попов |               2 |         19 |
|433 |   Михайлов |               2 |         19 |
|434 |   Михайлов |               2 |         19 |
|435 |    Смирнов |               2 |         19 |
|436 |   Михайлов |               2 |         19 |
|437 |     Петров |               2 |         19 |
|438 |     Петров |               2 |         19 |
|439 |      Попов |               2 |         19 |
|440 |   Михайлов |               2 |         19 |
|441 |     Иванов |               2 |         19 |
|442 |   Михайлов |               2 |         19 |
|443 |    Соколов |               2 |         19 |
|444 |    Соколов |               2 |         19 |
|445 |   Михайлов |               2 |         19 |
|446 |   Михайлов |               1 |         19 |
|447 |     Иванов |               1 |         19 |
|448 |   Кузнецов |               1 |         19 |
|449 |   Михайлов |               1 |         19 |
|450 |      Попов |               1 |         19 |
|451 |      Попов |               1 |         19 |
|452 |    Соколов |               1 |         19 |
|453 |   Васильев |               1 |         19 |
|454 |   Кузнецов |               1 |         19 |
|455 |   Кузнецов |               1 |         19 |
|456 |   Васильев |               1 |         19 |
|457 |    Смирнов |               1 |         19 |
|458 |     Петров |               1 |         19 |
|459 |     Петров |               1 |         19 |
|460 |    Смирнов |               1 |         19 |
|461 |    Соколов |               1 |         19 |
|462 |    Смирнов |               1 |         19 |
|463 |    Смирнов |               1 |         19 |
|464 |   Васильев |               1 |         19 |
|465 |     Иванов |               1 |         19 |
|466 |    Соколов |               1 |         19 |
|467 |    Смирнов |               1 |         19 |
|468 |   Васильев |               1 |         19 |
|469 |   Васильев |               1 |         19 |
|470 |     Петров |               1 |         19 |
|471 |     Иванов |               1 |         19 |
|472 |     Иванов |               1 |         19 |
|473 |    Соколов |               1 |         19 |
|474 |    Смирнов |               1 |         19 |
|475 |   Михайлов |               1 |         19 |
|476 |    Смирнов |               6 |         18 |
|477 |     Петров |               6 |         18 |
|478 |   Михайлов |               6 |         18 |
|479 |   Михайлов |               6 |         18 |
|480 |   Васильев |               6 |         18 |
|481 |   Кузнецов |               6 |         18 |
|482 |      Попов |               6 |         18 |
|483 |   Михайлов |               6 |         18 |
|484 |   Васильев |               6 |         18 |
|485 |      Попов |               6 |         18 |
|486 |    Соколов |               6 |         18 |
|487 |      Попов |               6 |         18 |
|488 |    Смирнов |               6 |         18 |
|489 |     Иванов |               6 |         18 |
|490 |     Иванов |               6 |         18 |
|491 |    Смирнов |               6 |         18 |
|492 |    Смирнов |               6 |         18 |
|493 |   Михайлов |               6 |         18 |
|494 |   Михайлов |               6 |         18 |
|495 |     Иванов |               6 |         18 |
|496 |      Попов |               5 |         18 |
|497 |      Попов |               5 |         18 |
|498 |   Васильев |               5 |         18 |
|499 |     Петров |               5 |         18 |
|500 |   Михайлов |               5 |         18 |
|501 |   Кузнецов |               5 |         18 |
|502 |    Смирнов |               5 |         18 |
|503 |   Михайлов |               5 |         18 |
|504 |   Михайлов |               5 |         18 |
|505 |      Попов |               5 |         18 |
|506 |      Попов |               5 |         18 |
|507 |    Соколов |               5 |         18 |
|508 |     Иванов |               5 |         18 |
|509 |   Михайлов |               5 |         18 |
|510 |      Попов |               5 |         18 |
|511 |   Васильев |               5 |         18 |
|512 |   Кузнецов |               5 |         18 |
|513 |    Соколов |               5 |         18 |
|514 |   Кузнецов |               5 |         18 |
|515 |     Иванов |               5 |         18 |
|516 |      Попов |               5 |         18 |
|517 |      Попов |               5 |         18 |
|518 |   Васильев |               5 |         18 |
|519 |   Васильев |               5 |         18 |
|520 |    Соколов |               5 |         18 |
|521 |   Кузнецов |               5 |         18 |
|522 |      Попов |               4 |         18 |
|523 |   Васильев |               4 |         18 |
|524 |      Попов |               4 |         18 |
|525 |   Васильев |               4 |         18 |
|526 |      Попов |               4 |         18 |
|527 |   Кузнецов |               4 |         18 |
|528 |    Соколов |               4 |         18 |
|529 |    Соколов |               4 |         18 |
|530 |    Соколов |               4 |         18 |
|531 |   Кузнецов |               4 |         18 |
|532 |      Попов |               4 |         18 |
|533 |   Васильев |               4 |         18 |
|534 |     Иванов |               4 |         18 |
|535 |   Михайлов |               4 |         18 |
|536 |     Петров |               4 |         18 |
|537 |     Петров |               4 |         18 |
|538 |   Васильев |               4 |         18 |
|539 |    Соколов |               4 |         18 |
|540 |     Петров |               4 |         18 |
|541 |     Петров |               4 |         18 |
|542 |      Попов |               4 |         18 |
|543 |   Васильев |               4 |         18 |
|544 |   Васильев |               4 |         18 |
|545 |      Попов |               4 |         18 |
|546 |     Петров |               3 |         18 |
|547 |     Иванов |               3 |         18 |
|548 |      Попов |               3 |         18 |
|549 |   Васильев |               3 |         18 |
|550 |   Васильев |               3 |         18 |
|551 |    Соколов |               3 |         18 |
|552 |     Петров |               3 |         18 |
|553 |   Васильев |               3 |         18 |
|554 |    Соколов |               3 |         18 |
|555 |      Попов |               3 |         18 |
|556 |     Иванов |               3 |         18 |
|557 |    Смирнов |               3 |         18 |
|558 |   Васильев |               3 |         18 |
|559 |   Васильев |               3 |         18 |
|560 |      Попов |               3 |         18 |
|561 |    Соколов |               3 |         18 |
|562 |     Иванов |               3 |         18 |
|563 |     Петров |               3 |         18 |
|564 |      Попов |               3 |         18 |
|565 |     Иванов |               2 |         18 |
|566 |    Смирнов |               2 |         18 |
|567 |    Смирнов |               2 |         18 |
|568 |   Кузнецов |               2 |         18 |
|569 |   Михайлов |               2 |         18 |
|570 |   Кузнецов |               2 |         18 |
|571 |     Петров |               2 |         18 |
|572 |    Соколов |               2 |         18 |
|573 |     Иванов |               2 |         18 |
|574 |   Васильев |               2 |         18 |
|575 |   Кузнецов |               2 |         18 |
|576 |      Попов |               2 |         18 |
|577 |   Кузнецов |               2 |         18 |
|578 |   Кузнецов |               2 |         18 |
|579 |   Васильев |               2 |         18 |
|580 |   Кузнецов |               2 |         18 |
|581 |   Васильев |               2 |         18 |
|582 |    Соколов |               2 |         18 |
|583 |   Михайлов |               2 |         18 |
|584 |     Петров |               2 |         18 |
|585 |   Васильев |               2 |         18 |
|586 |      Попов |               2 |         18 |
|587 |   Васильев |               2 |         18 |
|588 |     Петров |               2 |         18 |
|589 |   Кузнецов |               1 |         18 |
|590 |      Попов |               1 |         18 |
|591 |    Соколов |               1 |         18 |
|592 |   Михайлов |               1 |         18 |
|593 |   Васильев |               1 |         18 |
|594 |   Михайлов |               1 |         18 |
|595 |     Иванов |               1 |         18 |
|596 |   Кузнецов |               1 |         18 |
|597 |     Иванов |               1 |         18 |
|598 |   Васильев |               1 |         18 |
|599 |   Васильев |               1 |         18 |
|600 |   Михайлов |               1 |         18 |
